pi_stress --duration=5 
04-05-2018 00:23:30

# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.541 us    |                      } /* page_remove_rmap */
 0)   0.541 us    |          preempt_count_add();
 0)               |          rcu_note_context_switch() {
 0)   0.541 us    |            rcu_sched_qs();
 0)   0.708 us    |            rcu_preempt_qs();
 0)   7.916 us    |          }
 0)   0.500 us    |          preempt_count_add();
 0)   0.833 us    |          update_rq_clock();
 0)               |          deactivate_task() {
 0)               |            dequeue_task_fair() {
 0)               |              dequeue_entity() {
 0)               |                update_curr() {
 0)   0.500 us    |                  update_min_vruntime();
 0)               |                  cpuacct_charge() {
 0)   0.416 us    |                    __rcu_read_lock();
 0)   0.708 us    |                    __rcu_read_unlock();
 0)   8.667 us    |                  }
 0) + 16.625 us   |                }
 0)   0.458 us    |                clear_buddies();
 0)   0.459 us    |                update_cfs_shares();
 0) + 26.333 us   |              }
 0)               |              dequeue_entity() {
 0)               |                update_curr() {
 0)   0.500 us    |                  update_min_vruntime();
 0)   3.500 us    |                }
 0)   0.458 us    |                clear_buddies();
 0)   0.500 us    |                update_cfs_shares();
 0) + 12.834 us   |              }
 0)   0.500 us    |              set_next_buddy();
 0)   0.458 us    |              dbs_update_util_handler();
 0)   0.500 us    |              update_cfs_shares();
 0)   0.459 us    |              hrtick_update();
 0) + 58.416 us   |            }
 0) + 62.333 us   |          }
 0)               |          pick_next_task_fair() {
 0)               |            update_curr() {
 0)   0.500 us    |              update_min_vruntime();
 0)   3.500 us    |            }
 0)               |            pick_next_entity() {
 0)   0.500 us    |              wakeup_preempt_entity();
 0)   0.917 us    |              clear_buddies();
 0)   7.125 us    |            }
 0)               |            pick_next_entity() {
 0)   0.459 us    |              clear_buddies();
 0)   3.791 us    |            }
 0)               |            pick_next_entity() {
 0)   0.458 us    |              clear_buddies();
 0)   3.417 us    |            }
 0)               |            put_prev_entity() {
 0)   0.459 us    |              check_spread();
 0)   3.917 us    |            }
 0)   1.750 us    |            set_next_entity();
 0)               |            put_prev_entity() {
 0)   0.666 us    |              check_spread();
 0)   3.458 us    |            }
 0)   0.542 us    |            set_next_entity();
 0) + 53.125 us   |          }
 0)   2.958 us    |          check_and_switch_context();
 0)   1.209 us    |          switch_kmaps();
 0)               |          atomic_notifier_call_chain() {
 0)   0.500 us    |            __rcu_read_lock();
 0)               |            notifier_call_chain() {
 0)   0.750 us    |              vfp_notifier();
 0)   0.708 us    |              thumbee_notifier();
 0)   7.375 us    |            }
 0)   0.500 us    |            __rcu_read_unlock();
 0) + 17.167 us   |          }
 ------------------------------------------
 0)  dbus-da-499   =>   sshd-27758  
 ------------------------------------------

 0)               |                finish_task_switch() {
 0)   0.750 us    |                  preempt_count_sub();
 0)   4.500 us    |                }
 0)   0.458 us    |                preempt_count_sub();
 0) @ 873714.9 us |              } /* schedule */
 0) @ 873718.6 us |            } /* schedule_hrtimeout_range_clock */
 0) @ 873722.5 us |          } /* schedule_hrtimeout_range */
 0) @ 873726.4 us |        } /* poll_schedule_timeout */
 0)               |        __fdget() {
 0)   1.167 us    |          __fget_light();
 0)   4.292 us    |        }
 0)               |        sock_poll() {
 0)   5.209 us    |          tcp_poll();
 0)   9.333 us    |        }
 0)               |        __fdget() {
 0)   0.708 us    |          __fget_light();
 0)   3.625 us    |        }
 0)   0.917 us    |        pipe_poll();
 0)               |        __fdget() {
 0)   0.917 us    |          __fget_light();
 0)   3.917 us    |        }
 0)               |        tty_poll() {
 0)   0.916 us    |          tty_paranoia_check();
 0)               |          tty_ldisc_ref_wait() {
 0)   0.750 us    |            ldsem_down_read();
 0)   4.292 us    |          }
 0)               |          n_tty_poll() {
 0)   0.708 us    |            tty_hung_up_p();
 0)               |            tty_chars_in_buffer() {
 0)   0.458 us    |              pty_chars_in_buffer();
 0)   4.167 us    |            }
 0)               |            tty_write_room() {
 0)               |              pty_write_room() {
 0)   0.666 us    |                tty_buffer_space_avail();
 0)   4.292 us    |              }
 0)   7.542 us    |            }
 0) + 25.292 us   |          }
 0)               |          tty_ldisc_deref() {
 0)   0.458 us    |            ldsem_up_read();
 0)   4.000 us    |          }
 0) + 48.375 us   |        }
 0)               |        poll_freewait() {
 0)               |          remove_wait_queue() {
 0)   0.667 us    |            rt_spin_lock();
 0)   0.458 us    |            rt_spin_unlock();
 0)   7.125 us    |          }
 0)   0.750 us    |          fput();
 0)               |          remove_wait_queue() {
 0)   0.458 us    |            rt_spin_lock();
 0)   0.500 us    |            rt_spin_unlock();
 0)   6.583 us    |          }
 0)   0.500 us    |          fput();
 0)               |          remove_wait_queue() {
 0)   0.667 us    |            rt_spin_lock();
 0)   0.458 us    |            rt_spin_unlock();
 0)   7.042 us    |          }
 0)   0.458 us    |          fput();
 0)               |          remove_wait_queue() {
 0)   0.458 us    |            rt_spin_lock();
 0)   0.459 us    |            rt_spin_unlock();
 0)   6.583 us    |          }
 0)   0.458 us    |          fput();
 0) + 54.000 us   |        }
 0) @ 874042.4 us |      } /* do_select */
 0) @ 874058.4 us |    } /* core_sys_select */
 0)   0.709 us    |    poll_select_copy_remaining();
 0) @ 874066.9 us |  } /* SyS_select */
 0)               |  SyS_rt_sigprocmask() {
 0)               |    sigprocmask() {
 0)               |      __set_current_blocked() {
 0)   0.875 us    |        rt_spin_lock();
 0)               |        __set_task_blocked() {
 0)               |          recalc_sigpending() {
 0)   1.375 us    |            recalc_sigpending_tsk();
 0)   5.500 us    |          }
 0)   9.041 us    |        }
 0)   0.459 us    |        rt_spin_unlock();
 0) + 19.291 us   |      }
 0) + 23.417 us   |    }
 0) + 29.791 us   |  }
 0)               |  SyS_rt_sigprocmask() {
 0)               |    sigprocmask() {
 0)               |      __set_current_blocked() {
 0)   0.458 us    |        rt_spin_lock();
 0)               |        __set_task_blocked() {
 0)               |          recalc_sigpending() {
 0)   0.458 us    |            recalc_sigpending_tsk();
 0)   3.292 us    |          }
 0)   6.583 us    |        }
 0)   0.459 us    |        rt_spin_unlock();
 0) + 15.708 us   |      }
 0) + 19.000 us   |    }
 0) + 22.333 us   |  }
 0)               |  SyS_read() {
 0)               |    __fdget_pos() {
 0)   0.541 us    |      __fget_light();
 0)   3.541 us    |    }
 0)               |    vfs_read() {
 0)               |      rw_verify_area() {
 0)               |        security_file_permission() {
 0)               |          apparmor_file_permission() {
 0)               |            common_file_perm() {
 0)               |              aa_file_perm() {
 0)   0.708 us    |                __rcu_read_lock();
 0)   0.708 us    |                __rcu_read_unlock();
 0)   8.041 us    |              }
